Product_Name,Price_AUD,Link,Computer type,Laptop series,Display size (inches),Screen size range,Resolution (Pixels),Screen Resolution,Refresh Rate (Hz),Processor Type,Processor Model Number,Processor Cores,Processor Memory Cache,Processor Max. Clock Speed (GHz),Copilot+ PC,AI features,RAM (GB),RAM type,SSD storage,SSD form factor,Total Storage,Graphics processor,HDMI ports,USB 3.2 Ports,USB-C Ports,USB (Type-C) Port,Headphone port (3.5mm),Webcam,Bluetooth,Backlit keyboard,Wi-Fi,Battery life,Battery WHr,Battery cell count,Operating system,Colour,Product Height (mm),Product Width (mm),Product Depth (mm),Product Weight (kg),Lightweight,Manufacturer's warranty,Display type,Touchscreen,Processor Clock Speed (GHz),USB Ports,Thunderbolt 4.0 ports,Charge port,Card reader,RAM speeds,Manufacturer's Warranty,USB 2.0 Ports,Expandable memory slot(s),Graphics memory,Gaming PC,Graphics card series,Ethernet / LAN ports,eMMC storage,Microsoft Surface type,Neural Processing Unit (NPU),TOPS (AI metric),Travel laptop,Surface Connect ports,Thunderbolt 5.0 ports,Battery capacity (mAh),PC Gaming Device,Memory type,Performance Laptop,Tablet Type,Aspect ratio,RAM module configuration,Flash storage,Expandable storage type,USB 3.1 Ports,Intel Evo device,Response Time (ms),Warranty notes,Thunderbolt 1.0 ports,Contains button battery,Product condition,Network compatibility,USB 3.0 Ports,Mini HDMI ports,Thunderbolt 3.0 ports,Internal memory,Power supply type,Virtual Assistant Built-in,Pack quantity
"HP Laptop 14-em0202AU 14"" FHD Laptop (Athlon Silver)[256GB]",749,https://www.jbhifi.com.au/products/hp-laptop-14-em0202au-14-fhd-laptop-athlon-silver256gb,Laptop,,14,"14"" to 14.9""",1920 x 1080,Full HD,,AMD Athlon,AMD Athlon™ Silver 7120U,Dual Core,2MB L3,3.5,,,8,LPDDR5,256GB,M.2,256GB,AMD Radeon™ Graphics,1,,1,,,Yes,v5.3,No,Wi-Fi 6 (802.11 ax),,,3,Windows 11 Home S,Silver,215,323.7,17.9,1.4,,1 Year,IPS,,2.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro 14-inch with M4 Pro Chip, 512GB/24GB (Silver)[2024]",3127,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-pro-chip-512gb-24gb-silver2024,MacBook Pro,,14,"14"" to 14.9""",3124 x 1964,Liquid Retina XDR display,,Apple M4 Pro,,12 Core,,,,,24,,512GB,,512GB,16 core GPU,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 22 hours video streaming,,,MacOS Sequioa,Silver,,,,,,1 Year,,,,,,MagSafe 3,SDXC,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro 5G (11th Edition) Copilot+ PC 13"" Snapdragon X Elite/16GB/512GB OLED(Platinum)",2299,https://www.jbhifi.com.au/products/microsoft-surface-pro-5g-11th-edition-copilot-pc-13-snapdragon-x-elite-16gb-512gb-oledplatinum,Tablet,,13,"13"" to 13.9""",2880 x 1920,,,Qualcomm Snapdragon,Qualcomm Snapdragon X Elite,12 Core,42MB,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Integrated,,,2,4.0,,,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,,,,,0.895,,1 Year,OLED,Yes,3.4,,,,,,,,,,,,,,Surface Pro 11th Edition,Qualcomm Hexagon,45,Yes,1,,7029,,,,Surface Pro (11th Edition),,,,,,,,,,,,5G,,,,,,,
"MSI Prestige 14 AI Studio 14"" FHD+ Laptop (Intel Core Ultra 7)[GeForce RTX 3050]",2299,https://www.jbhifi.com.au/products/msi-prestige-14-ai-studio-14-fhd-laptop-intel-core-ultra-7geforce-rtx-3050,Laptop,,14,"14"" to 14.9""",1920 x 1200,2.8K,144,Intel Core Ultra 7,155H,16 Core,24MB,4.8,,,32,DDR5 SDRAM,2TB,M.2,2TB,,1,3,2,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),up to 10 hours (typical device usage),90,,Windows 11 Home,Grey,,,,1.7,,1 Year,IPS,,3.8,,1,,,,,,,6GB,,NVIDIA GeForce RTX 3050,1,,,,,,,,5845,,,Yes,,,32GB RAM (2x16GB),,,,,,,,,,,,,,,,,
"Lenovo Yoga Slim 7i Evo 14"" OLED WUXGA Laptop (Intel Core Ultra 7) [1TB/32GB]",1999,https://www.jbhifi.com.au/products/lenovo-yoga-slim-7i-evo-14-oled-wuxga-laptop-intel-core-ultra-7-1tb-32gb,Laptop,,14,"14"" to 14.9""",1920 x 1200,,60,Intel Core Ultra 7,155H,16 Core,24MB,4.8,,,32,DDR5 SDRAM,1TB,M.2,,Integrated Intel Arc Graphics,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),,65,,Windows 11 Home,Grey,,,,,,1 Year,OLED,,1.4,1,2,,,7467,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
"Dell Inspiron 16 5645 16"" FHD+ Laptop with Built-In AI (Ryzen 7) [1TB]",1329,https://www.jbhifi.com.au/products/dell-inspiron-16-5645-16-fhd-laptop-with-built-in-ai-ryzen-7-1tb,Laptop,,16,"15"" to 16.9""",1920 x 1200,Full HD,,AMD Ryzen 7,8840U,8 Core,24MB,5.1,,Co-pilot keyboard key,16,DDR5 SDRAM,1TB,M.2,16GB,AMD Radeon Graphics,1,2,1,3.2,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,54,4,Windows 11 Home,Silver,18.9,356.78,249.52,1.87,,1 Year,LED,,3.3,,,,SD,5600,,,,Shared,,,,,,AMD Ryzen AI,Up to 16 TOPS,,,,3600,,,,,,16GB RAM (2x8GB),,,,,,,,,,,,,,,,,
"Lenovo Yoga 9 14"" 4K WQUXGA 2-in-1 OLED Laptop (Intel Core Ultra 7)[1TB/32GB]",2474,https://www.jbhifi.com.au/products/lenovo-yoga-9-14-4k-wquxga-2-in-1-oled-laptop-intel-core-ultra-71tb-32gb,2 in 1,,14,"14"" to 14.9""",3840 x 2400,WQUXGA,60,Intel Core Ultra 7,Ultra 7 258V,8 Core,12MB,4.8,,,32,,1TB,,1TB,Intel Arc graphics 140V,,1,1,,,Yes,v5.4,,Wi-Fi 7 (802.11 be),,75,,Windows 11 Home,Blue,316,15.9,220,1.32,,1 Year,OLED,Yes,,,2,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M4 Chip, 256GB/16GB (Starlight)",1799,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-256gb-16gb-starlight,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,,,Apple M4,,10 Core,,,,,16,,256GB,,256GB,10-core GPU,,,,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours,,,MacOS Sequoia,Starlight,,,,,,1 Year,Liquid Retina LED-backlit display with IPS technology,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro 16-inch with M4 Pro Chip, 512GB/24GB (Silver)[2024]",3877,https://www.jbhifi.com.au/products/apple-macbook-pro-16-inch-with-m4-pro-chip-512gb-24gb-silver2024,MacBook Pro,,16.2,,3456 x 2234,Liquid Retina XDR display,,Apple M4 Pro,,,,,,,24,,512GB,,512GB,,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 24 hours video streaming,,,,Silver,399,74,290,,,,,,,,,MagSafe 3,SDXC,,1 Year,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook 5 NG AI PC 16-fb0006QU 16"" WUXGA OLED Laptop (Snapdragon X1)[512GB]",1097,https://www.jbhifi.com.au/products/hp-omnibook-5-ng-ai-pc-16-fb0006qu-16-wuxga-oled-laptop-snapdragon-x1512gb,Laptop,,16,"15"" to 16.9""",1920 x 1200,WUXGA,,Qualcomm Snapdragon,QC Snapdragon X X1-26-100,8 Core,30MB L2,3,,,16,LPDDR5,512GB,M.2,512GB,Qualcomm Adreno GPU,,,2,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,59,3,Windows 11 Home,Silver,244,355,13.2,1.59,,1 Year,OLED,,2.98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 5 16"" 3K 120Hz OLED Laptop (Intel Core Ultra 5)[512GB]",1899,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-5-16-3k-120hz-oled-laptop-intel-core-ultra-5512gb,Laptop,,16,"15"" to 16.9""",2880 x 1800,3K,,Intel Core Ultra 5,225H,14 Core,18MB,4.9,,,24,,512GB,,512GB,,1,2,2,,,Yes,v5.2,Yes,Wi-Fi 6 (802.11 ax),,60,,Windows 11 Home,Blue,356.5,250.6,16.9,1.69,,1 Year,OLED,,,,,,Micro SD,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"HP OmniBook X Flip 14"" WUXGA 2-in-1 Next Gen AI OLED Laptop (Intel Core Ultra 5)[512GB/Blue]",1399,https://www.jbhifi.com.au/products/hp-omnibook-x-flip-14-wuxga-2-in-1-next-gen-ai-oled-laptop-intel-core-ultra-5512gb-blue,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,,Intel Core Ultra 5,Intel® Core™ Ultra 5 226V,8 Core,8MB L3,4.5,,,16,LPDDR5,512GB,M.2,512GB,Intel Arc 130V,1,,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,59,3,Windows 11 Home,Blue,218.5,313,14.6,1.38,,1 Year,OLED,Yes,2.1,2,1,,,,,,,8GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Legion Pro 7 16IAX10H 16"" WQXGA 240Hz OLED Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5070 Ti]",3799,https://www.jbhifi.com.au/products/lenovo-legion-pro-7-16iax10h-16-wqxga-240hz-oled-gaming-laptop-intel-core-ultra-9geforce-rtx-5070-ti,Laptop,,16,"15"" to 16.9""",2560 x 1600,,240,Intel Core Ultra 9,275HX,24 Core,36MB,5.4,,,32,DDR5-6400 SDRAM,1TB,M.2,1TB,NVIDIA GeForce RTX 5070 Ti,1,4,1,,,Yes,v5.4,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Black,363.5,25.9,262.1,2.62,,1 Year,OLED,,,,1,,,6400,,,,12GB,Yes,NVIDIA GeForce RTX 5070 Ti,1,,,,,,,,,Gaming Laptop,,,,,,,,,,,,,,,,,,,,,,
"MSI Modern 14 14"" FHD Laptop (Intel Core 7) [512GB]",949,https://www.jbhifi.com.au/products/msi-modern-14-14-fhd-laptop-intel-core-7-512gb,Laptop,,14,"14"" to 14.9""",1920 x 1080,Full HD,60,Intel Core 7,Core 7 150U,10 Core,12,5.4,,,16,DDR4,512GB,,512GB,Intel Graphics,1,3,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,46.8,3,Windows 11 Home,,19.95,323.9,217.2,1.58,,1 Year,IPS-Level,,1.8,4,,,microSD Card Reader,,,,,,,,1,,,,,,,,4050,,,Yes,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 13.8"" Snapdragon X Elite 12 core/16GB/512GB (Dune)",1699,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-elite-12-core-16gb-512gb-dune,Laptop,,13.8,"13"" to 13.9""",2304 x 1536,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Qualcomm® Adreno™ GPU,,,2,,Yes,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Dune,301,220,17.5,1.22,,1 Year,,,3.4,1,,,,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,4755,,,,,,,,,,,,,,,,,,,,,,,
"HP Envy x360 14-fc0025TU EVO 14"" FHD+ 2-in-1 Laptop (Intel Core Ultra 7)[512GB]",2599,https://www.jbhifi.com.au/products/hp-envy-x360-14-fc0025tu-evo-14-fhd-2-in-1-laptop-intel-core-ultra-7512gb,2 in 1,,14,"14"" to 14.9""",1920 x 1200,,,Intel Core Ultra 7,Intel® Core™ Ultra 7 155U,12 Core,12 MB L3,4.8,,,16,LPDDR5,512GB,M.2,512GB,Intel® Graphics,1,,1,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,59,3,Windows 11 Home,Silver,218.9,16.9,313.3,1.39,,1 Year,IPS,Yes,3.8,,1,,,6400,,,,,,,,,,,,,,,,,,,,,16GB RAM (1x16GB),,,,Yes,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M3 chip, 10-core GPU 512GB/16GB (Starlight) [2024]",2197,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-512gb-16gb-starlight-2024,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,Liquid Retina display,,Apple M3,,8 Core,,,,,16,,512GB,,512GB,,,,,,Yes,HD,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours Apple TV app movie playback,,,MacOS Sonoma,Starlight,237.6,340.4,11.5,,Yes,1 Year,Liquid Retina,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M3 chip, 10-core GPU 512GB/8GB (Space Grey) [2024]",1994,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-512gb-8gb-space-grey-2024-1,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,Liquid Retina display,,Apple M3,,8 Core,,,,,8,,512GB,,512GB,,,,,,,HD,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours Apple TV app movie playback,,,MacOS Sonoma,Space Grey,237.6,340.4,11.5,,Yes,1 Year,Liquid Retina,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alienware 16 Aurora 16"" WQXGA 120Hz Gaming Laptop (Intel Core 7)[GeForce RTX 5050]",1679,https://www.jbhifi.com.au/products/alienware-16-aurora-16-wqxga-120hz-gaming-laptop-intel-core-7geforce-rtx-5050,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,120,Intel Core 7,Intel Core 7 processor 240H,10 Core,24MB,5.2,,,16,DDR5 SDRAM,512GB,,512GB,,1,2,2,,,HD,v5.4,Yes,Wi-Fi 7 (802.11 be),1,96,6,Windows 11 Home,Black,22.7,356.98,265.43,2.57,,1 Year,,,2.5,,,,,5600,,,,8GB GDDR7,Yes,NVIDIA GeForce RTX 5050,1,,,,,,,,,Gaming Laptop,,,,,16GB RAM (1x16GB),,,,,,Alienware Care - Hardware & software support for gamers 24/7 with on location repairs after remote diagnosis. Includes international support,,,,,,,,,,,
"Dell DC14250 14"" WUXGA Laptop (Intel Core 5)[1TB]",1189,https://www.jbhifi.com.au/products/dell-dc14250-14-wuxga-laptop-intel-core-51tb,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,60,Intel Core 5,120U,10 Core,12MB,3.8,,,16,DDR5 SDRAM,1TB,M.2,1TB,Intel Graphics,1,2,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,54,4,Windows 11 Home,Silver,17,314,226,,,1 Year,LCD,,1.4,,,,1,5200,,,,Shared,,,,,,,,,,,,,,,,,16GB RAM (1x16GB),,,,,,,,,,,,,,,,,
"MSI Katana 15 HX 15.6"" QHD 165Hz Gaming Laptop (Intel Core i7) [GeForce RTX 5060]",2599,https://www.jbhifi.com.au/products/msi-katana-15-hx-15-6-qhd-165hz-gaming-laptop-intel-core-i7-geforce-rtx-5060,Laptop,,15.6,"15"" to 16.9""",2560 x 1440,,165,Intel Core i7,i7-14650HX,16 Core,30,5.2,,,16,DDR5,1TB,,1TB,NVIDIA GeForce RTX 5060,1,3,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,75,4,Windows 11 Home,,27.95,359,259,2.35,,1 Year,IPS-Level,,2.2,4,,,,,,,,8GB,Yes,NVIDIA GeForce RTX 5060,1,,,,,,,,4850,,,Yes,,,,,,,,,,,,,,,,,,,,
"MSI Crosshair 16 HX AI 16"" QHD+ 240Hz Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5060]",2499,https://www.jbhifi.com.au/products/msi-crosshair-16-hx-ai-16-qhd-240hz-gaming-laptop-intel-core-ultra-9-geforce-rtx-5060,Laptop,,16,"15"" to 16.9""",2560 x 1600,QHD+,240,Intel Core Ultra 9,Ultra 9 275HX,24 Core,40,5.4,,,16,DDR5,1TB,,1TB,,1,3,,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,90,4,Windows 11 Home,,27.9,359,266.4,2.5,,1 Year,IPS-Level,,2.7,3,1,,,,,,,8GB,Yes,NVIDIA GeForce RTX 5060,1,,,,,,,,5815,,,Yes,,,,,,,,,,,,,,,,,,,,
"HP OMEN Max 16"" UWVA 2.5K 240Hz OLED Gaming Laptop (Intel Core Ultra 7)[GeForce RTX 5070 Ti]",3499,https://www.jbhifi.com.au/products/hp-omen-max-16-uwva-2-5k-240hz-oled-gaming-laptop-intel-core-ultra-7geforce-rtx-5070-ti,Laptop,,16,"15"" to 16.9""",2560x1600,,240,Intel Core Ultra 7,Intel® Core™ Ultra 7 255HX,20 Core,30MB L3,5.2,,,32,DDR5,1TB,M.2,1TB,Nvidia GeForce RTX 5070 Ti,1,,,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,,6,Windows 11 Home,Black,269,356.5,22.9,2.68,,1 Year,OLED,,2.4,,2,,,5600,,1,,12GB,Yes,NVIDIA GeForce RTX 5070 Ti,,,,,,,,,,Gaming Laptop,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook S16 16"" WQXGA Laptop (Copilot+ PC)[512GB]",1199,https://www.jbhifi.com.au/products/asus-vivobook-s16-16-wqxga-laptop-copilot-pc512gb,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,,Qualcomm Snapdragon,Snapdragon® X  X1 26 100,8 Core,,,Yes,Copilot keyboard key,16,,512GB,M.2,512GB,Qualcomm® Adreno™ GPU,1,2,2,4.0,,FHD,v5.3,Yes,Wi-Fi 6E (802.11 ax),,70,3,Windows 11 Home,Silver,310,65,488,3.4,,1 Year,IPS,,2.97,4,,,,,,,No,,No,,,,,,45,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus Vivobook 14 Flip 14"" WUXGA OLED 2-in-1 Laptop (Intel Core Ultra 5) [1TB]",1599,https://www.jbhifi.com.au/products/asus-vivobook-14-flip-14-wuxga-oled-2-in-1-laptop-intel-core-ultra-5-1tb,2 in 1,,14,"14"" to 14.9""",1920 x 1200,WUXGA,,Intel Core Ultra 5,Intel® Core™ Ultra 5 Processor 226V,8 Core,,4.5,Yes,,16,,1TB,M.2,1TB,Intel® Arc™ Graphics,,1,1,3.2,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),1,70,4,Windows 11 Home,Black,312,221,1.57,1.57,,1 Year,OLED,Yes,4.5,2,1,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 13.8"" Snapdragon X Plus 10 core/16GB/1TB (Black)",1729,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-plus-10-core-16gb-1tb-black,Laptop,,13.8,"13"" to 13.9""",2304 x 1536,,,Qualcomm Snapdragon,Snapdragon® X Plus,10 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,1TB,,1TB,Qualcomm® Adreno™ GPU,,,2,,Yes,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Graphite,301,220,17.5,1.22,,1 Year,,,3.4,1,,,,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,4755,,,,,,,,,,,,,,,,,,,,,,,
"Asus Zenbook Duo EVO 14"" 3K OLED Laptop (1TB)[Intel Core Ultra 9]",2999,https://www.jbhifi.com.au/products/asus-zenbook-duo-evo-14-3k-oled-laptop-1tbintel-core-ultra-9,Laptop,,14,"14"" to 14.9""",2880 x 1800,,,Intel Core Ultra 9,Intel® Core™ Ultra 9 Processor 285H,16 Core,,5.4,,,32,,1TB,M.2,1TB,,1,1,,,,FHD,v5.4,,Wi-Fi 7 (802.11 be),1,75,4,Windows 11 Home,Grey,217.9,313.5,19.9,1.65,,1 Year,OLED,Yes,2.9,,2,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Titan 18 HX AI 18"" UHD+ MiniLED 120Hz Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5090]",7999,https://www.jbhifi.com.au/products/msi-titan-18-hx-ai-18-uhd-miniled-120hz-gaming-laptop-intel-core-ultra-9-geforce-rtx-5090-1,Laptop,,18,"17"" to 19.9""",3840 x 2400,,120,Intel Core Ultra 9,Ultra 9 285HX,24 Core,36,5.5,,,64,DDR5,6TB,,6TB,,1,3,,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,99.9,4,Windows 11 Pro,Black,24,404,307.5,3.6,,2 Years,IPS-Level,,2.8,3,,,Yes,,,,,24GB,Yes,NVIDIA GeForce RTX 5090,1,,,,,,,2,6578,,,Yes,,,,,,,,,,,,,,,,,,,,
"ASUS ROG Zephyrus G16 16"" 2.5K 240Hz OLED Nebula Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5070 Ti]",4129,https://www.jbhifi.com.au/products/asus-rog-zephyrus-g16-16-2-5k-240hz-oled-nebula-gaming-laptop-intel-core-ultra-9geforce-rtx-5070-ti,Laptop,,16,"15"" to 16.9""",2560x1600,,240,Intel Core Ultra 9,Intel® Core™ Ultra 9 Processor 285H,16 Core,,5.4,,,32,LPDDR5,2TB,M.2,,NVIDIA GeForce RTX 5070 Ti,1,1,1,,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,90,4,Windows 11 Home,Black,174,354,246,1.95,,1 Year,OLED,,2.9,3,1,,SD,,,,No,12GB GDDR7,Yes,NVIDIA GeForce RTX 5070 Ti,,,,,,,,,,Gaming Laptop,,,,,,,NVMe,,,,,,,,,,,,,,,
"HP OmniBook X 14"" WQXGA Laptop (Snapdragon X Plus)[512GB]",1799,https://www.jbhifi.com.au/products/hp-omnibook-x-14-wqxga-laptop-snapdragon-x-plus512gb,Laptop,,14,"14"" to 14.9""",2240x1400,,,Qualcomm Snapdragon,Snapdragon® X Plus X1P-42-100,8 Core,30MB,3.4,,,16,LPDDR5,512GB,M.2,512GB,Qualcomm® Adreno™ GPU,,,2,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,,3,Windows 11 Home,Silver,223.5,312.9,14.3,1.34,,1 Year,IPS,Yes,3.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Katana 15 15.6"" FHD 144Hz Gaming Laptop (Intel Core i5) [GeForce RTX 3050]",1199,https://www.jbhifi.com.au/products/msi-katana-15-15-6-fhd-144hz-gaming-laptop-intel-core-i5-geforce-rtx-3050,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,144,Intel Core i5,Core i5-13420H,8 Core,12MB,4.6,,,16,DDR5 SDRAM,512GB,,512GB,,1,3,1,,Yes,Yes,v5.2,,Wi-Fi 6E (802.11 ax),,53.5,,Windows 11 Home,Black,24.9,359,259,2.25,,1 Year,IPS,,2.1,,,,,,,1,,6GB,Yes,NVIDIA GeForce RTX 3050,1,,,,,,,,4700,Gaming Laptop,,,,,16GB RAM (2x8GB),,,,,,,,,,,,,,,,,
"MSI Modern 15 H AI 15.6"" FHD Lifestyle Laptop (Intel Core Ultra 5) [512GB SSD]",999,https://www.jbhifi.com.au/products/msi-modern-15-h-ai-15-6-fhd-lifestyle-laptop-intel-core-ultra-5-512gb-ssd,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,60,Intel Core Ultra 5,Core Ultra 5 125H,14 Core,18MB,4.5,,,16,DDR5 SDRAM,512GB,,512GB,Intel Arc,1,4,1,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),,39.3,,Windows 11 Home,Black,19.9,359,241,1.9,,1 Year,IPS,,3.6,,,,Micro SD,,,,,,,,,,,,,,,,3448,,,,,,16GB RAM (2x8GB),,,,,,,,,,,,,,,,,
"ASUS CX34 14"" FHD Chromebook Laptop with Gemini (Intel Core i5)[256GB]",599,https://www.jbhifi.com.au/products/asus-cx34-14-fhd-chromebook-laptop-with-gemini-intel-core-i5256gb,Chromebook,,14,"14"" to 14.9""",1920 x 1080,Full HD,,Intel Core i5,1235U,10 Core,12MB,4.4,,,8,,,,256GB,Intel UHD graphics,1,2,2,3.2,Yes,FHD,v5.3,Yes,Wi-Fi 6 (802.11 ax),Up to 10 hours (typical device usage),50,3,Google Chrome,Grey,214.3,326.4,18.7,,,1 Year,,,1.3,,,,,,,,,,,,,256GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Summit E16 AI Studio 16"" QHD+ 2-in-1 Laptop (Intel Core Ultra 7)[2TB] [GeForce RTX 4060]",2799,https://www.jbhifi.com.au/products/msi-summit-e16-ai-studio-16-qhd-2-in-1-laptop-intel-core-ultra-72tb-geforce-rtx-4060,Laptop,,16,"15"" to 16.9""",2560 x 1600,QHD+,165,Intel Core Ultra 7,155H,16 Core,24MB,4.8,,,32,DDR5 SDRAM,2TB,,2TB,,1,2,2,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),Up to 6 hours 50 mins (typical device usage),82,,Windows 11 Home,Black,17.35,358,258.55,2.1,,1 Year,IPS,,1.4,,1,,Micro SD,,,,,8GB,,NVIDIA GeForce RTX 4060,,,,,,,,,5280,,,Yes,,,,,,,Yes,,,,,,,,,,,,,
"Lenovo 11e Yoga 5th Gen 11.6""/Touch/ Intel Celeron N4120/4GB/256GB SSD/ Pen /W10P National Academic",718,https://www.jbhifi.com.au/products/lenovo-11e-yoga-5th-gen-11-6-touch-intel-celeron-n4120-4gb-256gb-ssd-pen-w10p-national-academic,Laptop,,11.6,"11"" to 11.9""",1366 x 768,HD,,Intel Core Celeron,Intel Celeron N4120,Quad Core,,2.6,,,4,,256GB,,256GB,Intel UHD 600,,,,,,,v4.1,,Wi-Fi 5 (802.11 ac),,,,Windows 10 Pro,Black,21.9,210,300,1.36,,1 Year,,,,,,,1x Micro SD,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell DC14250 14"" WUXGA Laptop (Intel Core 7)[1TB]",1329,https://www.jbhifi.com.au/products/dell-dc14250-14-wuxga-laptop-intel-core-71tb,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,60,Intel Core 7,150U,10 Core,12MB,5.4,,,16,DDR5 SDRAM,1TB,M.2,1TB,Intel Graphics,1,2,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,54,4,Windows 11 Home,Silver,17,314,226,,,1 Year,LCD,,1.8,,,,1,5200,,,,Shared,,,,,,,,,,,,,,,,,16GB RAM (1x16GB),,,,,,,,,,,,,,,,,
